name,diff
TRAIN002_Cirrus_069,0.020694117688010216
TRAIN002_Cirrus_070,0.006387600335848953
TRAIN002_Cirrus_071,0.025745285867559975
TRAIN002_Cirrus_072,0.026962448362627067
TRAIN002_Cirrus_073,0.013835289092168912
TRAIN004_Cirrus_082,0.04990600946190549
TRAIN004_Cirrus_084,0.03484725481878659
TRAIN005_Cirrus_072,0.010328817446534022
TRAIN005_Cirrus_073,0.003255125120312452
TRAIN005_Cirrus_074,0.017414896391218404
