name,method1_irf,method2_irf,method3_irf,method4_irf,method1_srf,method2_srf,method3_srf,method4_srf,method1_ped,method2_ped,method3_ped,method4_ped,method1_mean,method2_mean,method3_mean,method4_mean
TRAIN001_Cirrus_118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN001_Cirrus_119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN001_Cirrus_120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN001_Cirrus_121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN001_Cirrus_122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN001_Cirrus_123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN001_Cirrus_124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN001_Cirrus_125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN001_Cirrus_126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN001_Cirrus_127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_038,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
TRAIN002_Cirrus_039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_050,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_051,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
TRAIN002_Cirrus_052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_055,0.8421052631578947,0.8780487804878049,0.9302325581395349,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9473684210526315,0.959349593495935,0.9767441860465116,0.9666666666666667
TRAIN002_Cirrus_056,0.9378531073446328,0.9344729344729344,0.9367816091954023,0.9344729344729344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9792843691148776,0.9781576448243116,0.9789272030651341,0.9781576448243116
TRAIN002_Cirrus_057,0.9337094499294781,0.9365303244005642,0.9320113314447592,0.9215686274509803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9779031499764926,0.9788434414668546,0.9773371104815864,0.9738562091503268
TRAIN002_Cirrus_058,0.9390625,0.9440124416796267,0.9470404984423676,0.9513343799058085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9796874999999999,0.9813374805598757,0.9823468328141226,0.9837781266352694
TRAIN002_Cirrus_059,0.9235917456776352,0.9317046085508051,0.9284525790349417,0.9280177187153932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.974530581892545,0.9772348695169351,0.9761508596783139,0.9760059062384644
TRAIN002_Cirrus_060,0.9231391585760518,0.9278183292781833,0.9308380797396257,0.9394190871369295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9743797195253506,0.9759394430927277,0.9769460265798752,0.9798063623789766
TRAIN002_Cirrus_061,0.9515518546555639,0.9516250944822373,0.9531368102796675,0.954858454475899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9838506182185213,0.9838750314940791,0.9843789367598892,0.984952818158633
TRAIN002_Cirrus_062,0.9330191854594413,0.9378986236992279,0.9394446303111409,0.9402004839267196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9776730618198138,0.9792995412330759,0.9798148767703804,0.9800668279755732
TRAIN002_Cirrus_063,0.9377431906614786,0.9374193548387096,0.9357442686470778,0.9376231122783979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9792477302204929,0.9791397849462365,0.9785814228823592,0.9792077040927993
TRAIN002_Cirrus_064,0.9200236966824644,0.9236641221374046,0.9251179245283019,0.9263285024154589,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6400078988941548,0.6412213740458016,0.6417059748427673,0.6421095008051529
TRAIN002_Cirrus_065,0.8759448643841707,0.8642611683848798,0.8669001751313485,0.8576465403261349,0.0,0.0,0.0,0.5054945054945055,1.0,1.0,1.0,1.0,0.6253149547947235,0.6214203894616266,0.6223000583771162,0.7877136819402134
TRAIN002_Cirrus_066,0.8825466520307355,0.8873445501097293,0.8914243651085756,0.8986486486486487,0.0,0.0,0.0,0.4634146341463415,1.0,1.0,1.0,1.0,0.6275155506769118,0.6291148500365765,0.6304747883695252,0.7873544275983301
TRAIN002_Cirrus_067,0.9166040570999249,0.9113448534936138,0.9136175028291211,0.911284046692607,0.37142857142857144,0.1,0.48,0.8617886178861789,1.0,1.0,1.0,1.0,0.7626775428428321,0.6704482844978713,0.7978725009430404,0.9243575548595953
TRAIN002_Cirrus_068,0.8931383577052868,0.8940471733433171,0.8961872404681012,0.9026275115919629,0.7843137254901961,0.7578947368421053,0.75,0.7441860465116279,1.0,1.0,1.0,1.0,0.8924840277318277,0.8839806367284742,0.8820624134893671,0.8822711860345303
TRAIN002_Cirrus_069,0.8793774319066148,0.8811121764141898,0.8835186080231996,0.8902195608782435,0.7973856209150327,0.8026315789473685,0.8181818181818182,0.8735632183908046,1.0,1.0,1.0,1.0,0.8922543509405493,0.8945812517871862,0.9005668087350059,0.9212609264230162
TRAIN002_Cirrus_070,0.8398576512455516,0.8564356435643564,0.8622087132725431,0.8530197755211117,0.7904191616766467,0.8070175438596491,0.8165680473372781,0.8449197860962567,1.0,1.0,1.0,1.0,0.8767589376407328,0.8878177291413353,0.8929255868699405,0.8993131872057895
TRAIN002_Cirrus_071,0.7701019252548131,0.7872340425531915,0.7961385576377058,0.7903225806451613,0.7613636363636364,0.7954545454545454,0.788235294117647,0.8712871287128713,1.0,1.0,1.0,1.0,0.8438218538728165,0.8608961960025789,0.8614579505851175,0.8872032364526775
TRAIN002_Cirrus_072,0.785524215007983,0.8106995884773662,0.8114583333333333,0.7966573816155988,0.7861271676300579,0.8284023668639053,0.8205128205128205,0.9162011173184358,1.0,1.0,1.0,1.0,0.8572171275460136,0.8797006517804239,0.8773237179487179,0.904286166311345
TRAIN002_Cirrus_073,0.8209134615384616,0.8292682926829268,0.8326283987915408,0.8096753660089115,0.7329192546583851,0.775,0.7894736842105263,0.8539325842696629,1.0,1.0,1.0,1.0,0.8512775720656155,0.868089430894309,0.8740340276673558,0.8878693167595247
TRAIN002_Cirrus_074,0.7968379446640316,0.7925117004680188,0.7984251968503937,0.8226477935054122,0.4489795918367347,0.6744186046511628,0.6666666666666666,0.821256038647343,1.0,1.0,1.0,1.0,0.7486058455002554,0.8223101017063938,0.8216972878390201,0.8813012773842517
TRAIN002_Cirrus_075,0.8185654008438819,0.8048533872598584,0.8054679284963197,0.7791563275434243,0.0,0.14457831325301204,0.20930232558139536,0.7121212121212122,1.0,1.0,1.0,1.0,0.6061884669479606,0.6498105668376235,0.6715900846925716,0.8304258465548789
TRAIN002_Cirrus_076,0.8153526970954357,0.812,0.8292682926829268,0.826222684703434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9384508990318118,0.9373333333333335,0.9430894308943089,0.942074228234478
TRAIN002_Cirrus_077,0.8268268268268268,0.8317025440313112,0.8359683794466403,0.8474226804123711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9422756089422757,0.943900848010437,0.94532279314888,0.9491408934707904
TRAIN002_Cirrus_078,0.8117154811715481,0.861568247821878,0.8585558852621167,0.8565400843881856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9372384937238495,0.9538560826072926,0.952851961754039,0.9521800281293952
TRAIN002_Cirrus_079,0.8318385650224215,0.8095238095238095,0.8057395143487859,0.7712895377128953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9439461883408072,0.9365079365079364,0.9352465047829286,0.9237631792376318
TRAIN002_Cirrus_080,0.7539393939393939,0.7404162102957283,0.7209821428571429,0.6134259259259259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.917979797979798,0.913472070098576,0.9069940476190476,0.871141975308642
TRAIN002_Cirrus_081,0.7373913043478261,0.75,0.7733333333333333,0.7966101694915254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9124637681159421,0.9166666666666666,0.9244444444444445,0.9322033898305085
TRAIN002_Cirrus_082,0.688293370944993,0.6862483311081442,0.6887052341597796,0.6282051282051282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8960977903149976,0.8954161103693815,0.8962350780532599,0.8760683760683761
TRAIN002_Cirrus_083,0.6340819022457067,0.7015457788347206,0.7231503579952268,0.7099056603773585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8780273007485689,0.9005152596115735,0.9077167859984089,0.9033018867924528
TRAIN002_Cirrus_084,0.5382436260623229,0.6666666666666666,0.6682692307692307,0.7103174603174603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.846081208687441,0.8888888888888888,0.889423076923077,0.9034391534391535
TRAIN002_Cirrus_085,0.706989247311828,0.7243675099866844,0.7302013422818792,0.7417974322396577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9023297491039427,0.9081225033288948,0.9100671140939598,0.9139324774132191
TRAIN002_Cirrus_086,0.5714285714285714,0.551440329218107,0.5578800557880056,0.5965996908809892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.8504801097393689,0.8526266852626686,0.865533230293663
TRAIN002_Cirrus_087,0.39603960396039606,0.4059701492537313,0.38309859154929576,0.3961661341853035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7986798679867987,0.8019900497512437,0.7943661971830985,0.7987220447284346
TRAIN002_Cirrus_088,0.5015873015873016,0.5011389521640092,0.5067264573991032,0.41397849462365593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8338624338624339,0.8337129840546696,0.835575485799701,0.8046594982078853
TRAIN002_Cirrus_089,0.5816023738872403,0.6735751295336787,0.676923076923077,0.6614583333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8605341246290802,0.8911917098445595,0.8923076923076924,0.8871527777777778
TRAIN002_Cirrus_090,0.4120603015075377,0.45185185185185184,0.5211267605633803,0.48582995951417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8040201005025125,0.8172839506172839,0.84037558685446,0.8286099865047234
TRAIN002_Cirrus_091,0.20273972602739726,0.2986425339366516,0.3333333333333333,0.3286118980169972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7342465753424658,0.7662141779788838,0.7777777777777777,0.7762039660056658
TRAIN002_Cirrus_092,0.7678571428571429,0.88,0.8489208633093526,0.9133858267716536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9226190476190476,0.96,0.9496402877697842,0.9711286089238845
TRAIN002_Cirrus_093,0.43137254901960786,0.4145785876993166,0.4563106796116505,0.5482866043613707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8104575163398694,0.8048595292331054,0.8187702265372169,0.8494288681204569
TRAIN002_Cirrus_094,0.24299065420560748,0.27802690582959644,0.30434782608695654,0.5396825396825397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7476635514018692,0.7593423019431987,0.7681159420289855,0.8465608465608465
TRAIN002_Cirrus_095,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
TRAIN002_Cirrus_096,0.4459016393442623,0.49838187702265374,0.535483870967742,0.5138888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8153005464480874,0.8327939590075513,0.8451612903225807,0.8379629629629629
TRAIN002_Cirrus_097,0.631578947368421,0.6270783847980997,0.6411483253588517,0.7664670658682635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8771929824561404,0.8756927949326999,0.8803827751196173,0.9221556886227544
TRAIN002_Cirrus_098,0.0847457627118644,0.1095890410958904,0.08823529411764706,0.0847457627118644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6949152542372881,0.7031963470319634,0.6960784313725489,0.6949152542372881
TRAIN002_Cirrus_099,0.12944983818770225,0.1078167115902965,0.1038961038961039,0.13651877133105803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7098166127292341,0.7026055705300989,0.7012987012987013,0.7121729237770195
TRAIN002_Cirrus_100,0.5882352941176471,0.6545454545454545,0.7071240105540897,0.5576923076923077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8627450980392157,0.8848484848484848,0.9023746701846965,0.8525641025641025
TRAIN002_Cirrus_101,0.44081632653061226,0.43508771929824563,0.4199288256227758,0.5180327868852459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8136054421768707,0.8116959064327486,0.8066429418742587,0.8393442622950819
TRAIN002_Cirrus_102,0.18867924528301888,0.6730769230769231,0.6170212765957447,0.660377358490566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7295597484276729,0.8910256410256411,0.8723404255319149,0.8867924528301887
TRAIN002_Cirrus_103,0.6545454545454545,0.7152941176470589,0.7386091127098321,0.7286063569682152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8848484848484848,0.9050980392156863,0.9128697042366106,0.9095354523227384
TRAIN002_Cirrus_104,0.4662576687116564,0.3917525773195876,0.4550898203592814,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8220858895705522,0.7972508591065292,0.8183632734530938,0.8333333333333334
TRAIN002_Cirrus_105,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
TRAIN002_Cirrus_106,0.2884012539184953,0.30976430976430974,0.3161512027491409,0.36947791164658633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7628004179728318,0.7699214365881032,0.7720504009163802,0.7898259705488622
TRAIN002_Cirrus_107,0.5678233438485805,0.520618556701031,0.5459459459459459,0.6456140350877193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8559411146161935,0.8402061855670103,0.8486486486486488,0.8818713450292398
TRAIN002_Cirrus_108,0.5664335664335665,0.5954692556634305,0.64,0.7983539094650206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8554778554778556,0.8651564185544768,0.88,0.9327846364883402
TRAIN002_Cirrus_109,0.6428571428571429,0.6422018348623854,0.6584615384615384,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8809523809523809,0.8807339449541285,0.8861538461538462,0.9166666666666666
TRAIN002_Cirrus_110,0.42424242424242425,0.44329896907216493,0.4444444444444444,0.4772727272727273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8080808080808081,0.8144329896907218,0.8148148148148149,0.8257575757575758
TRAIN002_Cirrus_111,0.27074235807860264,0.3076923076923077,0.3251231527093596,0.4722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7569141193595342,0.7692307692307692,0.7750410509031198,0.8240740740740741
TRAIN002_Cirrus_112,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
TRAIN002_Cirrus_113,0.30057803468208094,0.22772277227722773,0.24731182795698925,0.20540540540540542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.766859344894027,0.7425742574257427,0.7491039426523297,0.7351351351351352
TRAIN002_Cirrus_114,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
TRAIN002_Cirrus_115,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
TRAIN002_Cirrus_116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_117,0.5161290322580645,0.4782608695652174,0.4634146341463415,0.5116279069767442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8387096774193549,0.8260869565217391,0.8211382113821138,0.8372093023255814
TRAIN002_Cirrus_118,0.19230769230769232,0.4473684210526316,0.46153846153846156,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7307692307692308,0.8157894736842106,0.8205128205128206,0.7999999999999999
TRAIN002_Cirrus_119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_120,0.0,0.5384615384615384,0.631578947368421,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8461538461538461,0.8771929824561404,0.6666666666666666
TRAIN002_Cirrus_121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN002_Cirrus_127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN003_Cirrus_000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN003_Cirrus_001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN003_Cirrus_002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN003_Cirrus_003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAIN003_Cirrus_004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
